sentiment,text,label
positive,One of the best phone to buy at this price. It's been three months I bought this phone. I'm happy with the performance and features except the camera quality. It doesn't look like 48mp. If you are looking for a camera phone don't go for it.,2
positive,This is very good phone for reasonable price,2
negative,Whatever I thought about this phone not good battery charging very slow.,0
positive, is making everything fabulous tonight,2
positive,"1. Fingerprint reader is fastest in the market.

2. Excellent OS. Great optimization.

3. Back Camera is really good.. Bt some times photos came over saturated. Clearly Selfie camera needs improvement.

4. 90Hz screen is classy, crisp and bright. That is a different experience you have to try it to understand. On the other hand for 90Hz display, battery gets affected.

5. For moderate users, Battery life is good for 1day usage(Over 6hrs screen on time).. But need one dedicated update for battery improvement. 30T wrap charger charges fron 20% to 100%  in 45mins.

Verdict:
Need software updates for:
1. Selfie camera photo quality
2. Battery improvement
3. Problem of Back Camera over saturated photos

This phone is absolutely a great buy in this price segment.

Oneplus surely looks for betterment. If oneplus will solve those issues, this phone will be close to a perfect phone almost.",2
positive,"Simply go for it, its first of all make in India initiative. Unlike other Chinese smartphones whose main business is to spy and collect data from you but Samsung is different apart from all these Chinese phones and even it is build within India kudos for that.
1)Phone has a very good fhd+ display.
2)great 5000 mah battery.
3)4gb/64gb handles daily tasks of apps. I'm not a gamer but I think it can run all mid range games very well.
4)camera is good!
5)you can upgrade to andriod pie with dark mode!
6)battery longs for a day.
7)dosent heats up.
8)it has latest biometric unlock, but face unlock is not secured, go for pin and fingerprint!
9)the display is decent on direct sunlight!
10)it has Samsung u1 interface which is good.
11)front camera is decent.
Overall you can trust Samsung brand!",2
negative,"La Grande Orange Grocery has a problem. It can't decide what it wants to be when it grows up, and that makes the overall experience iffy. Is it a quick mart? A grocery store? A restaurant? A coffee shop? Unfortunately, it can't be all of them.

I love La Grande Orange Pizzeria, when there is table service, fun wait-staff, and delicious food. But during the day on the weekends, the Grocery is too busy and unorganized to tolerate. It is not set up for the crowd, they do a poor job of line management, and when there is a line to order, the rest of the Grocery is impossible to navigate. To top it off, the counter staff shouts at you when your food is ready. Unnecessary.

I'll certainly be back at night for the pizza, the delicious wings, and to partake of the best gelato shop adjacent to LGO. But I'm afraid that I won't be back for the weekend chaos.",0
negative,System hanging,0
negative,The phone gets very hot.. With use of 30 min only.. n also during charging.. It is enough hot as we can't use it to have a call.. Should I replace it Or use as it is,0
positive,Superb phone display sound and camera,2
positive,Very very good and perfect mobile for each other used( boy / girl) ..picture quality it's very good licking dslr camera. And used like friendly. Tqsm amazon by great deal 13.000. 😇,2
positive,"right im off for a shower my little treasures, ill see you later on",2
neutral,charging issue and front camera not good,1
positive,Ok,2
negative,"I bought this product on 21st jan,2019. After using 14-15 days there are much problems shows, like dust enters in back camera, phn starts lack, WiFi turns on automatically, it seems that this phn is manufacturer defect or a refurbished one.. why i use a defective mobile after paying full money.. please help me",0
positive,"No any issues found running smoothly
Battery is very good less use of internet more than 2 days.
Camera is good but not very good.
No heating issues.
Fast charging is good.
Fingerprint is face unlock is fast.",2
positive,Awesome experience,2
negative,"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",0
negative,Worst phone.. Lags multiple times.. Whenever multiple apps arr their it will lag.. Response time is very slow... Camera is vey bad as compared to other brand.,0
negative,Very bad experiences hanging this not value for money,0
positive,Superb phone at this price,2
positive,Partied long and hard...goodnight Twitter see ya in the mornin,2
positive,wants to hang out with friends SOON!,2
neutral,_lavish i told diamond to follow you. and why u aitn share the starburst,1
positive,Excellent camera with real like pictures,2
positive,"Best model at this price
Having awesome look as well as great performance.
I just love mi for it's features that makes it more better than other companies.",2
positive,This is the best phone from Samsung you can get in this Price. It has a 5000 mAH battery with a fast charger inside the box. I bet no other company provides a 15W fast charger inside the box under 20000. It has Super Amoled Display. And M30 got its 1.1 Version of One UI which uses Android Pie. Doesn't heat even after playing Pubg for long. Camera quality is Decent. Fingerprint is fast enough. What surprised me was it's face unlock. Best phone under 15K,2
neutral,Battery life is not ok,1
negative,Good,0
positive,The 2015 target for net sales has been set at EUR 1bn and the target for return on investment at over 20 % .,2
negative,It is hang many times but my mi note 4 was never hang,0
positive,Super,2
positive,Good mobile,2
positive,Great product with no such issue of display after September Security patch,2
positive,Good,2
positive,Like the design. Camera quality is very good having various features. Worth to buy it in 14.4K,2
positive,Ok,2
negative," I don`t think I am, my sisters refusn to get me a ticket now.  what you doing next week?",0
positive,"Good product, no complaints till date.",2
positive,Touch so good... pic so clarity.....I liked,2
neutral,"excellent camera , good performance
AMAZON AT LEAST GIVE A GOOD BILL .
BILL HAS POOR PRINTING ON IT AND DISAPPEARED AFTER 1 MONTH . I'M ATTACHING BILL PHOTOS.",1
negative,Not good no replacement and return policy. Don't buy this phone,0
neutral,"According to L+Ænnen Tehtaat 's CEO Matti Karppinen , the company aims to deliver fish products to its customers a day earlier than it currently does .",1
neutral,"Like is battery
Dislike is camera is not upto the expectations
Appearance not good
Body quality very bad/back panel
No glass protection",1
negative,Camera quality is worst......,0
positive,Overall great phone,2
positive,Actually it's my second my Poco phone. It's camera is far ahead than 48 mp marketing gimmick camera phones. Surely with time technology changes & same specs getting cheaper. That's why you were getting 29k priced phone at 19k . I like physical fingerprint sensor over on-screen one. It's face unlock works perfectly in low light or could say no-light conditions as well.,2
positive,www.tiltondevelopment.com supports our local community newspapers!,2
positive," Lol, triplet.  Haha I`m so glad that morgan got the bag even if she didn`t ride the ride",2
positive,I loved this phone...,2
positive,"This is my go-to spot for mani-pedi's and brow waxing. They do a bang-up job on my poor feet because it takes a lot to get those pups looking good. I have never made an appointment but never had to wait more that 3-5 minutes to be assigned a nail tech. 
They recently got new massage chairs that don't grind your bones or shake you to death like some chairs do. Also, this is one of the best places I have been for a brow wax. My sensitive skin has taken a beating at many other places but never here. I don't know anyone by name but the employees are all very nice and skilled at what they do. Oh, and they are typically $5 cheaper than anywhere else I have been for pedicures!",2
negative,Not happy with phone play store not working properly camera quality not good as we expect from Samsung,0
negative, you fail. at life.,0
neutral,"""Can you introduce me as the son of Reagan's Vice President?"" #GOPDebate",1
neutral,I want him to call,1
positive, Thanks for the song! Youï¿½re awesome.  I can sing along all day!,2
positive,Nice phone 👍👍👍,2
negative,My phone display was gone after 15 days,0
positive,"It's good phone, but I lost after 10days of buying.
I have to pay EMI on every 20th.",2
negative, whoa... if the alcohol won`t get you buzzed... the price will,0
negative,Phone gets hang too much it's almost 3 month from buying and I have not much data in memory still phone gets hang,0
neutral,Stops working all of sudden and I need to restart my new 1month old phone also phones takesa lot of time from switching back  to front camera.,1
neutral,"Screen share ( smart view) function is not working good while run the video with this function.
Look wise , camera quality are average",1
negative,Wrost product ever disappointed with amazon,0
positive,Good product 👍,2
positive,Nice,2
neutral, any gear you don`t use anymore and want to throw away?,1
negative,"Over heating,Poor battery life, camara is very bad not clear ...
Over all it's a only smart phone ...",0
positive,"India's best mobile & lower price
●Best camera
●fast fingerprint reader
●best battery life
 I am happy with this samsung M20 performance.so I also recommend you buy this mobile.",2
positive,Very nice Phone,2
positive,Good phone,2
positive,"The OnePlus 7t is really smooth, but the battery drain quickly but It can last a day no problem with playing games and heavy usage",2
negative,"Camera quality is good.. A little bit struggle in using fingerprint sensor.. Toooooo much ads in this UI, different songs and videos keep running in background.. Accelerometer is also a problem,, when i watch videos on TikTok there is something like glitch, , that is very annoying and the biggest problem is network,, i have jio sim,, network tower and speed is very low compared to my brothers honor 7x(1.5 year older than this brand new phone),,,speed is that low that sometime i get irritated.. Build quality and screen is very good..
I hope samsung solve these problems in next update...",0
negative,"I have been using the phone for almost 5 months now. The phone is great in terms of touch, screen, battery. It is a treat to watch HD movies on the AmoLED screen. But when it comes to performance, its not up to the mark. I don't play any games, I just use the phone for my daily usage, even in this case, it seems to be lagging when handling multiple apps. My last phone (Redmi Note 3) was much better than this. When the battery goes below 20%, I have to literally wait for 2 sec for the phone to respond. I am now replacing the phone.",0
neutral,"Every friday, my dad and I eat here. We order the same thing... pizza wraps. they are good and fillng. iced tea hits the spot. Typical strip mall pizza.",1
negative,Automatically switch off most of the time,0
positive,"Came to town for work and remembered coming to Thai Elephant the last time I was in town and loving it. Walked here with friends and the name had changed. The wait staff saw my confusion and quickly reassured me that the name and menu had slightly changed but the food was basically the same. I had the curry fish last time and was craving it so I tried it again and yes, still absolutely delicious. Tried the calamari and crab wontons as appetizers. The calamri was solid but the crab wontons were only okay. A little too fried and in a skin that didn't feel like wonton skin. The curries that came to our table looked pretty neutral colored and the noodle dishes, instead of being on the red side or the dark brown side was also very neutral colored. Since I didn't taste those dishes, I can't legitimately penalize the restaurant but I have to admit that I hesitate to order anything else besides the fish because of their appearance. I'm still going to give this place 4 stars because of the taste of the food I ordered, the good service and the fact they had brown rice as an option. If ever I'm brave enough to stray off the path, my rating may change. But in the meantime, check this place out and order the curry fish on their specialties menu. I ordered it level 4 - hot and it was just the right amount of heat.",2
negative,Network issue....  some times 4g network is not working in this phone so net speed is very low...  very bad experience,0
negative,"Worst service battery issue
But not return option",0
positive,"Nice mobile
Camera quality is good..
Battery backup also good
Oppo should change headphone... Should give air tight",2
positive,"First of all I would like to say about the delivery which was too fast, I ordered it on 24/10/19 and got it on 25/10/19. Everything is good,camera quality and battery both are very nice good, but I haven't use the fingerprint sensor till now, so I can't tell anything about that.
Anyway, I thanks to Amazon both for the fast delivery and for selling the original and a great product at an unexpecting low price (rupees 7999).",2
negative,Averge,0
positive,Nice,2
positive,"Nice one with affordable Budget,  but battery back up should be better.
Overall good.",2
positive,"I had received product in sealed outside packing but the product box was broken. Though product doesn't seems to be used or broken. I decided not to return product for that.
From initial usage seems good mobile. Not happy with fingerprint sensor as it takes 2 attempt atleast to unlock.
Screen and Battery is good and camera is also decent.",2
positive,Fingerprint not good,2
positive,Nice product,2
positive,Screen shot  option,2
neutral,"product is not much as my expectation
built quality is average
camera is average
 (also I don't like display size geater than 6inch in my opinion)
but averol it is good at this price",1
positive,Nice phone with amazing camera.,2
neutral,"Charging takes more time than promised. Sometimes the phone gets struck for few seconds.
Excellent aesthetics",1
neutral,I'm not satisfied with 4G/LTE cause it's not good as I acxept...overall wifi it's usedless....,1
negative,This item is very bad and camera quality very very very bad and  money is vest,0
positive,Excellent mobile,2
positive,Camera quality value for money phone also good,2
positive,Very good,2
neutral,This phone have many glitch so I suggest don't buy this product,1
negative,"When a candidate comes out and says the winner of the #GOPDebate was a member of the other party, that's not good. It just happened.",0
positive,Mobile phone at its finest.,2
neutral,"There is no double tap screen awake,no notification sensor,need to restrict face detection and charging time is common for every model with or without type c charger",1
positive,Awesome phone.loving it.,2
negative,Waist of money very bad phone,0
positive,Lol @ me and  whispering so we don`t get in trouble and being almost 30! Feels great to be home feeling like kids,2
negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,0
positive,Allover good product. Battery charging time is too  long.,2
positive,"This place is great!
If you talk to anybody they have a suggestion for a great flavor.
You can bring in food from another place to enjoy and just enjoy a great atmosphere.
With the music that someone has an issue with you can just talk to the DJ to get a suggestion they are MORE than accommodating.
They have a great happy hour prices! 
Overall great prices, great people, and a great time! If you have the right mind :)",2
positive,Overall best phone in this range fingerprint sensor little lagging but not mchh,2
negative,"Very bad screen resolution, why mi degraded this from A1 to A3",0
positive,"The Battery is an issue. It only supports 5 hours of constant use which is not motivating along with, I am a little disappointed with the camera as it fails to give the clear pictures. However, I am impressed with the processing speed. Will give 3.5 stars.",2
positive,"#bgt Aw bless her, my stomach sank when she first whimpered but good on her for trying to carry on. That`s nice of Simon to take charge.",2
negative,WiFi connectivity is poor.... fingerprint is not working properly,0
neutral,sound and colour quality  is excellent but u should doubt battery life is good but not excellent. touch is not good lot of issues with it. reviewing after 40 days usage.,1
neutral,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,1
negative,Hanging problem,0
positive,So good,2
neutral,"Finnish real estate investor Sponda Plc said on Wednesday 12 March that it has signed agreements with Danske Bank A-S , Helsinki Branch for a 7-year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7-year EUR50m credit facility .",1
positive,Battery life could improve,2
positive,Nice,2
negative,"RT @Marmel: MY mother worked.
THEIR mothers worked.
YOUR mothers worked.
Nobody mentioned their mothers.
Nobody.
#GOPDebate",0
positive,Mobile nice but battery back up  not good,2
neutral,waiting for JONAS to come on,1
negative,With in 11 day getting problem. When I am dailing the screen geeting dark and unable to disconnected and watch screen. And some time finger print reader don't work..,0
negative,"I bought this phone a month ago, and its battery drains so fast that I need to charge it twice or thrice within 24 hours.
It gets stuck while operating, blackouts, and the user interface is not user friendly.
Do not buy. Worst model of mi ever",0
positive,nice,2
negative,"Back from holiday and had some amazing soups that made me reflect back on my experience here.  I have to preface this review with that the owner here is quite lovely and I'm sure has the best intentions, but unfortunately the soup was sorely lacking.  As a proponent of organics, I had my hopes way too high.  Well, first of all it was a bit confusing if we were to order at the counter from a very smudged, unreadable chalk board or if we were to be seated.  The owner appeared from the kitchen and said to have a seat eliminating our initial confusion.  To keep this review to the point, we ordered a smoothie, bland.  A frittata, very small and actually strange as if it might have been cooked in the microwave, need I say more.  Two bowls of soup, one was a bean with kale, unfortunately the beans were not thoroughly cooked and the flavor was not allowed to develop.  The other a red pepper concoction, that another diner suggested, was one dimensional and needed copious amounts of help sprinkled with some love.  
When paying these boutique prices one expects and should get a better quality, culinary creation.  These soups needed proper development and herbal infusions that the kitchen obviously lacks.  I would like to offer a suggestion that may help her, so she can spend more time with the soup prep and less time running around the table up front, and that is to consider a different style of service.  The place is so small that she could have customers order from the chalkboard, if readable, and then deliver the orders.  I wish her the best in her endeavor.",0
positive,Signal strength is low and bettery performance is not good which I had expected in Mi phones.,2
negative,I bought two similar phones. One is working like a charm but the second one drained battery like hell. Got a replacement done and to my surprise the replacement phone is even worser,0
positive,"Superb phone. Worth the price.
Pros:
Camera is brilliant. Both rear and front cam are really good. Ultrawide lens, slowmo and tiktok features on short videos gets a special mention
Excellent display. Full HD. Awesome clarity.
Love the color and rear glass. So solid
Super fast and efficient performance. No lag at all

Cons:
Battery life - lasts upto a day on normal usage (still ok)
Bought in Amazon sale, hence could not exchange my old phone",2
positive,"Firstly it's good.. But after pie and one UI update it is just awesome..
And i have only one complain with camera. That's is the stability sensor.",2
negative,"RT @AmberJPhillips: “If you think it’s bad now, you should have seen it when I got there.” #KKKorGOP #GOPDebate http://t.co/xURvNY2Ufe",0
positive,"Just buy it.... Its snappy, you can do everyday tasks with it..... Super amoled screen is bright and punchy.... Not really a gaming phone.... But u can play all games... Including PUBG... Just at the very basic settings..... No complaints whatsoever...... Battery lasts 2 days without a hitch..... Best in class at this price range",2
neutral,Where is Teng?,1
neutral," too early ,,, I`ll spill my corn flakes",1
positive,"Very good product
Bettery Life Is Very Good
Nice product
Five Star Product
ok
Thank You Amazone",2
positive,Good for regular uses,2
positive,Good,2
positive,"Samsung M20 is good budget phone with amazing features. A nearly borderless screen with an infinity-v waterdrop notch and charcoal body gives it an attractive appearance. The 6.3 inches screen with HD effect and high sound quality make this phone special to watch Netflix. The battary life is long enough to last for entire day and a half and TYPE-C charger gives it faster charging capacity. The ultra wide dual camera gives excellent result with accurate colors. The finger print unlock feature is also quick and unique. It is totally worth buying it.

SANDIP KAJARIA",2
negative,Not bad,0
negative,bored bored bored. nothing to do today besides work at 5,0
positive,beautiful day... and im working  leaving now so i can get some sun though,2
positive,"Worst product don't buy
Within 6 month screen became block",2
negative,Camera quality is very poor,0
positive,"The M30 has a class-leading screen, which comes with the added benefit of further improved battery life - again to levels no competitor can match.
The Galaxy M30 is great all-rounder and makes a very compelling case for someone who doesn't find 3D gaming or camera performance particularly important. You still get to enjoy a very nice display and the outstanding battery life.
Pros
Exceptional battery life, okay charging speed.
One of the best displays you can have in the segment.
An ultra wide camera is hard to find in this class.
Good portraits, really nice selfies.
Dedicated microSD slot.
Cons
Plasticky build.
Unexciting image quality from the rear cameras.
No 4K recording even though the chipset supports it; no stabilization in 1080p either.
You can get a more powerful chipset at this price point.",2
negative,"This product is really having too many defects.
Camera goes blank often.
Your WiFi/4g gets disconnected while taking.
Volume is the major issue, sometimes the audio will not work even though the volume is high.
Severe issues while connecting to Bluetooth.

I have never ever seen such many defeyin a new phone.",0
positive,All good but weak want to get a earphones,2
positive,Wrost product by Samsung. Just 4 month of my purchase it's display automatically damage and when I go care then say it's cost you and the cost is 6690. Both the product and Care worst service. I suggest you don't bye sumsung you can get same features with very low prices like mi or realme,2
negative,"ClaudiaAvaloss: Last I heard, bimbos vote. ✅ #KellyFile #GOPDebate #ThatsAll http://t.co/AuhlNZa3Ww",0
positive,"Pros:
5stars for display, battery life and charging time.
Very good UI.
Cons:
A bit slow processor for high end gaming. But not as slow as some mentioned. Shadow Fight 3, PUBG and GTA_SA are running smooth.",2
positive,Excellent phone...nothing like it...one of the best displays at this price...beautiful looking phone with one of the best cameras....855 plus soc performs smoothly....,2
neutral,"Therefore , Phase III of the research will not be conducted by Abbott .",1
negative,Very bad mobile phone I ever use,0
positive,Overall phone super but some time I am working in out door auto brightness not working,2
positive,It's amazing,2
positive,Display should be fhd,2
negative,Not good camera not battery performance in good,0
positive,"Most important thing like about this M30 for me is , it is more easier to use than my past brands ... Camera clarity and speed is almost good...  And one should not miss this model it is awesome choice in budget prise....

It contains the most option in minimum price...  It is a reliable model in this minimum price...",2
positive,Best mobile,2
positive,"Overall good product.
Thanks",2
positive,Classic phone in this range..,2
positive,:),2
positive,"Superb quality mobile with 15k by samsung, better camera, superb bettery 5k , with 3x fast charging, nice AmoLED Display , One thing is missing handfree is not provided.",2
negative,Worst battery backup,0
neutral,Nice,1
positive,"What a wonderful night. It didn't start out that way. I found this restaurant on yelp, not realizing that it was sixteen miles from the hotel my wife and i were staying at. I heard the grief all the way there. ""Come on honey, it's an adventure!"". 

We arrived, and were greeted warmly and shown right to our table. Zach, our waiter, was right there to offer us drinks and appetizers. We had the Summer Rolls and they were delicious! 

I explained to  Zach that I was allergic to wheat and he brought us a special ""gluten free"" menu the owner had created for those of us who are allergic to wheat. Zach even brought us some special wheat-free dipping sauce for the Summer rolls. He showed great care, provided great customer service,  and the sauce  was delicious!

The portions were good sized and the presentation was beautiful. But the wonderful tastes and personal service made the night special. Oh, the bathrooms were clean too. Thanks Zach, and thanks Malee's. It was a great night my wife and I look forward to repeating. (Yes, she admitted after dinner that the drive was worth it.)",2
negative,Display not working after 1 month..bad mobile,0
neutral,"Well poop, my guitar lesson was canceled today  I`m so sad. I hope his son feels better soon tho.",1
negative,"I m facing contrast problem. Can't reduce brightness at comfort level which is resulting
high eye strain...
Very serious issue..even I m thinking to sell my phone",0
neutral,Good,1
neutral,"It's a stylish phone which nice display which is bright and premium looking but the camera quality is very poor, the selfie cam is not that good but its average yeah but the rear camera is not goods, the camera is a disappointment.
If camera is not your priority then go for it otherwise this phone is not for you.",1
positive,"The camera is not good and many preinstalled apps which is disgusting
Overall average phone",2
positive,"Pros:
Full notch 6' screen
Latest Android version
Dual Rear Camera
Good Selfie camera
No lagging as such
Good UI Interface

Cons:
Finger print scanner is little bit slow
Face unlock is not very fast
Touch screen is not so smooth
As it has 5000 mah big battery, but it lasts for max 1.5 days with normal use(No gaming, no videos/movies)",2
negative,Heats too much while talking,0
neutral,"I have used mi phones for last 7 years ,this one has only one issue very poor battery life,not even full day,& when check",1
negative,There is no headset inside the box 🙄,0
positive,yumtastic!! just don't forget your safety whistle and pepper spray! ....even during the day....,2
positive,Best,2
negative,It has very bad n/w reception . I am not able to receive any calls or sometimes did receive call but the caller can't hear me. Other than this this phone is good,0
positive,"After 15 days of uses.
Everything looking perfect right now.
1 Camera quality at its best,
2 Pubg running in HDR without lags,
3 Battery is long lasting,
4 Charging very fast ( full charge in 1 hour )
5 Alexa running smoothly (only it doesnt
  support mi tv yet)
6 Screen is soft and running smoothly.

If you are going to buy then prefer 128 gb rom variant because it will run out of space if you take much photos and videos with 64mp.

6",2
negative,"Iam facing issues with auto brightness under direct sunlight.
No help from Samsung service center to fix the issue. That is worst then expected.",0
positive,Super,2
neutral,"I WANNA GO THERE, WHERE YOU GO. I WANNA FIND OUT WHAT YOU KNOW..     DAVID AND MILEYYYYYY! ??",1
neutral,Gaming Times.... Most Hiating 😰😰,1
positive,Nice option,2
positive,"Love this phone. Bought it 2 days ago and now I am impressed by its performance. All features in this phone including the camera, biometrics, battery life are satisfying my needs. Also the processor is allowing a great gaming performance and a great overall performance. Working very smooth. Also the outside looks are great. Rightly said: MegaMonster.😁",2
positive,Awesome loved it,2
positive,"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .",2
negative,It is one of the waste product most of the time mobile was hanged battery is not having life camera quality is very poor after four month WiFi Bluetooth hot spots not worked service centre not responded with empathy very poor service here after I will not purchase any Samsung products.,0
neutral,Very Good,1
positive,Its very nice phone at this range. Sleek and light weight. Good display and super fast charger.Battery back up good and depends as per the user. Camera quality is  okay. As basic phone really good.,2
neutral,Lost a battle with the couch....phone has been blowing up,1
positive,Super super,2
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",0
neutral,"fingerprint reader is very poor as compared to MI. Finger should be place very accurately on the fingerprint reader, otherwise it would not work. Slight dust or perspiration on finger may fail the reader to read the fingerprint. Battery life is very good.",1
neutral,1.Tiffany is already ten minutes late 2.Reading Flowers in the Attic 3.Late breakfast at Starbucks 4.Listening to Waking up in Vegas,1
negative,"When i try to first setup... It asked for update to late version of android, i was happy that it is going for latest version... But after upgrade it asked for reboot.... After that it never booyed up.... Stuvk at bootup screen, it is almost 12 hours... Still see same screen.",0
positive,i wanna vote for Miley Cyrus for the mtv movie awards..but i don`t know where i could  somebody could send me a link? thaank you <3,2
positive,"Well this phone is good but little heavy i found .....in terms of battery, display ,sensor it is good.....,",2
positive,Good phone for personal use,2
positive,Good,2
negative,Battery charging time  too long. After 1h only 3%,0
negative, and he REALLY doesn`t like Shiny Happy People. I`m a local REM expert btw. Saw them for the first time in 1986.,0
positive,Very good mobile features for my old father in law uses,2
positive,Best smartphone under 40k.Mind blowing performance and speed.the oxygen os is the best.only battery backup is above average besides that everything is great.,2
neutral,"Firstly no doubt it has a brilliant process in this price segment. It also suppose to have a good quality display, Fast charger is included in the box. It also has a premium build quality. Camera quality is average it doesn’t  performing as it shows on paper front camera is like rn5 pro. Sound  output from the speaker is very poor phone with lower budgets perform better in sound.
Gaming experience is very good, pubg mobile runs on smooth and extreme settings.
Other than that everything is good.",1
positive,"This is a good device with unbetable performance only devices better than this at this prices are poco x2 and real me 6, but software updattes from xioami is late and doesn't care at all about android updates..",2
positive,Finally Samsung giving such a good phone in such a great price... Really nice... Everything is good....,2
neutral,My ear are popping.,1
positive,Very nice phone 👍👍👍,2
neutral,Front camera angle is wrost... even my J7 n J2 has great wide angle front cam... In m30s hardly one person are visible... Thats y i gave 3 stars...,1
neutral,Camera not good,1
positive,"For the price you get the phone,
It's amazing....
Outstanding performance..
Battery could have been better
But every phone has its pro and cons..
It is ok for me...",2
positive,"Did I ever write about the time I left my ipad here?  Didn't realize for a couple of hours. Heart racing, I called, emailed, hoped it would be recovered. What gracious responses! I got an email early next morning, lots of reassurances, help for when/ how to pick up... Ok so I've reviewed this place before, key words are wonderful creative dishes, a light touch for subtle flavor (right now I'm having a delectable plate of greens, shaved herbs, summer squash wrapped around burrata--- who woulda thought?) but most amazing is the heart warming genuine service of all who care for you here.  Oh.. And there's mightly fine wine on ""tap"". Heh heh..",2
positive,Fingerprint reader is very good and at right place. Camera quality is best in low light also. It's battery life is better than old samsung and other phones. Charging of battery is also very fast and good.,2
positive," Just finished setting it up and initial impressions have been very good. Although I have to say I was expecting a big box which had some extra goodies, like the many youtubers (including Indian ) had been showing. I would suggest OnePlus to at least include them as a part of a deal. Any way once I started using the phone, all my complaints started fading away. That 90 Hz display gives a butter smooth touch experience.

2 days usage Update:
*About the big box goodies mentioned in previous review above, they are available on OnePlus portal. So be ready to shell out money for the same.
*camera is not in the league of iphone 11 or Galaxy Note 10 or even Pixel 3 but it ain't that bad either. But Macro mode is a big saviour.
*Display is definitely the best part of the phone, along with the processor SD 855+
*Stereo Speakers can be pretty loud and clear
*Battery is again not as good as iPhone 11 or Galaxy S10+ but it would be enough for a day's usage. And why worry much when we have warp 30T charger
*I wish they could have included at least USB Type C Bullet earphones.
*Overall quite content with the phone.",2
neutral,"Moira isn't the best sushi I've ever had, but for Phoenix and my neighborhood and the pricepoint (as long as we don't order alcoholic beverages) is doable when we get a sushi craving. 

The happy hour is a great benefit if you can get away from work before it ends.  

Their spicy rolls are definitely spicy, and have some great kick to them.
It hits the spot without breaking the bank and we'll take it.",1
positive,Very good,2
positive,"Strolled in with a posse of 14 people for a birthday party. The staff was accommodating in getting everyone seated and served with drinks, especially as people funneled on in throughout the night.  The place isn't huge, it can really only accommodate one large party at a time.

First off, if you are a vegetarian or Muslim, be aware that you are going to an authentic italian restaurant - meaning that 75% of their menu items will have sausage/ham/salami/etc. Being cognizant of that, it was a smart idea to peak at the menu before arriving. We got the Vegetariana Pizza ($14), which came with Mozzarella, Provolone, Caramelized Onions, Roasted Peppers, and Parmigiano Reggiano. I thought it tasted great, it was crispy, thin-crust and had plenty of cheesy to it. I thought it was an above average pizza, but nothing that would have impressed Emeril.

In addition to the pizza, we split the Spiedini al Forno ($16), which was Marinated Beef Tenderloin in a Shish Kabob style with Onions, Bell Peppers & Tomato. The waitress advised us in ordering the beef ""medium"" and no higher because it may get too dry or overcooked. I don't usually do medium, but she advised us correctly. It came out with only a little bit of redness and packed a good flavor. The onions, bell peppers and tomato are Kim Kardashian, meaning that they are all show and no substance. I didn't think they added anything to the entree and in fact, I didn't even eat them - which is rare for me to pass up on food. It wasn't like I was full, they just tasted bland.

For dessert, they brought the birthday boy a Dolce Della Casa ($12), which is a slightly charred sweet calzone filled with chocolate hazelnut sauce and topped with bananas and vanilla ice cream. Everyone shared and It hit the spot. However, once the ice cream runs out, you're outta luck. The dessert is really complemented with the sweetness and coldness of the vanilla ice cream. 

The environment was kinda noisy (probably because we were a group of 14), and the wait staff was kinda slow (once again, because there were 14 of us), but they had a TV playing the knicks game so I was happy being able to watch LINSANITY, and the woodfire oven was blazing away for some good ambience. Overall, this place would be much better for a date or small group gatherings, otherwise you may be waiting for your food too long or feel a little crowded. Oh and just beware, the bill can become a little pricey if you aren't splitting entrees....",2
negative,Too bad,0
negative,"Fingerprint sensor not properly fitting
Camera quality bed 48 mega pixels not not work better than oppo f11",0
